pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2023-10-01,95.4,-1.3,6.32,"Frías, Luis",676801,666818,,ball,,,,,11.0,Ball,R,R,R,AZ,HOU,B,,,0,1,2023,-0.36,1.44,-1.034901209103998,2.6063286197741355,,,,2,7,Top,,,,,,,1.5046669225435276,-138.688751073165,-7.324687254710136,-4.932743931901068,32.945450705134796,-12.159665329907051,3.25502521204837,1.52817969521243,,,,95.0,2110.0,6.3,716358,664874,656896,672695,607054,691783,666971,677950,664983,54.22,,,,,,,,56,2,4-Seam Fastball,0,8,8,0,8,0,8,0,Standard,Standard,205.0,0.0,0.031,,,,-0.031,,-8,8,0.005,0.995,25,28,25,28,1,3,1.0,1,6.0,6.0,1.08,0.36,0.36,47.8,,,,,
CU,2023-10-01,75.9,1.36,6.35,"Irvin, Cole",678882,608344,,ball,,,,,14.0,Ball,R,R,L,BAL,BOS,B,,,0,0,2023,-0.42,-0.64,1.068682745706247,2.0747354212912144,,,,2,9,Top,,,,,,,0.1295498075499376,-110.66355656885564,-0.8278863830757002,-3.461115917816505,17.91279305317501,-37.49039135401948,3.24643511014287,1.53942844152967,,,,76.0,2210.0,6.0,716367,543510,663624,676059,602104,683002,677008,622761,623993,54.48,,,,,,,,70,1,Curveball,1,6,6,1,6,1,6,1,Standard,Standard,324.0,0.0,0.043,,,,-0.043,,-5,5,0.008,0.992,29,22,29,23,1,1,19.0,1,,,4.55,-0.42,0.42,44.0,,,,,
FF,2023-10-01,95.2,-3.6,5.44,"Tonkin, Michael",696285,543859,,ball,,,,,12.0,Ball,R,R,R,ATL,WSH,B,,,1,0,2023,-0.82,0.98,1.0163720009499158,2.7773417766578863,671277.0,642086.0,686452.0,1,9,Top,,,,,,,13.909037283182236,-137.91355492097293,-3.507662950531948,-13.524385601170872,30.867630724742543,-18.98318616932037,3.34373888657411,1.63010432130811,,,,94.8,2366.0,6.3,716354,518595,670032,645277,663586,606115,592696,671739,607680,54.16,,,,,,,,85,2,4-Seam Fastball,8,8,8,8,8,8,8,8,Strategic,Standard,232.0,-0.037,0.068,,,,-0.068,,0,0,0.264,0.736,33,23,34,24,1,4,4.0,1,10.0,,1.56,0.82,0.82,16.2,,,,,
FF,2023-10-01,92.9,-2.58,5.63,"Seabold, Connor",670242,657756,,ball,,,,,11.0,Ball,R,L,R,COL,MIN,B,,,0,1,2023,-0.54,0.94,-1.1962261693735754,3.3728135827199797,,666397.0,666135.0,1,2,Top,,,,,,,4.7175093242642445,-135.45781603901713,-2.183338469929589,-7.572328026301255,23.957795707893396,-20.235456919534823,3.75353242186942,1.9906634510204,,,,93.4,2038.0,6.0,716359,642851,660707,663898,641857,678662,666134,686668,453568,54.45,,,,,,,,12,2,4-Seam Fastball,0,2,2,0,2,0,2,0,Standard,Standard,231.0,-0.003,0.031,,,,-0.031,,-2,2,0.277,0.723,27,25,27,26,1,0,3.0,1,,2.0,1.65,0.54,-0.54,31.1,,,,,
SI,2023-10-01,88.9,2.26,5.46,"Suarez, José",668709,660761,field_out,hit_into_play,,,,,3.0,JJ Bleday flies out to right fielder Jo Adell.,R,L,L,LAA,ATH,X,9.0,fly_ball,2,0,2023,1.16,0.74,0.668369199670807,3.0376948423667587,676116.0,667670.0,,2,6,Top,162.1,81.64,,,,,-6.299726018115496,-129.3635753244408,-1.4656194682924608,14.346859487322678,25.84344803234185,-23.776583374055704,3.58,1.79,305.0,81.3,30.0,88.7,2001.0,6.1,716365,681351,592273,664058,683021,687263,545341,621433,666176,54.43,0.089,0.104,0.0,1.0,0.0,0.0,3.0,48,3,Sinker,6,0,0,6,0,6,0,6,Standard,Standard,136.0,0.017,-0.348,73.1,7.2,0.16,0.348,88.0,6,-6,0.969,0.031,25,25,25,26,1,2,6.0,1,,,2.14,1.16,1.16,34.9,22.63915835700352,3.7023776979809138,26.836818159298826,35.017155038706406,30.510590346413625
SI,2023-10-01,91.5,-1.38,5.81,"Houser, Adrian",621550,605288,,called_strike,,,,,3.0,Called Strike,R,R,R,MIL,CHC,S,,,0,1,2023,-1.4,0.52,0.4591045207546398,3.083000576609118,666624.0,600869.0,643565.0,2,1,Top,,,,,,,7.720771684131172,-133.05733738499,-2.1797015810357627,-18.224953888615698,26.387187226809026,-25.69034082701262,3.3048251144214,1.50448624991172,,,,92.6,2010.0,6.8,716364,661388,592192,668930,518626,642715,592885,669003,621438,53.69,,,,,,,,6,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,228.0,0.018,-0.057,,,,0.057,,0,0,0.486,0.514,30,31,30,32,1,0,5.0,1,,,2.19,1.4,1.4,40.4,,,,,
FF,2023-10-01,94.6,-2.57,4.24,"Schreiber, John",668939,670167,,foul,,,,,5.0,Foul,R,L,R,BAL,BOS,S,,,1,1,2023,-0.65,0.72,-0.2681542614188602,2.4791036569530664,,543510.0,,2,8,Bot,,,,,,,7.488435005704184,-137.7241812451479,-0.5586592981063969,-9.816266512076032,28.206371713638365,-23.0282965226989,3.41,1.64,,,,95.4,2323.0,6.5,716367,657136,666915,665839,622569,596115,677800,678882,608701,53.97,,,,,,,,66,3,4-Seam Fastball,0,6,0,6,6,0,0,6,Standard,Standard,234.0,-0.001,-0.064,56.6,4.9,,0.064,,-6,-6,0.006,0.006,29,25,29,25,1,3,4.0,1,,6.0,1.81,0.65,-0.65,11.8,-28.850323580568865,41.35956359025343,45.67063460341635,37.63570268116568,-7.437921147252672
FF,2023-10-01,95.7,-1.98,6.34,"Rutledge, Jackson",671739,671131,,foul,,,,,1.0,Foul,R,L,R,ATL,WSH,S,,,2,0,2023,-1.08,1.15,-0.3927525375573679,3.4533912960588315,,621566.0,542303.0,1,1,Bot,,,,,,,6.612194347324473,-139.11521289572764,-4.5506343991114475,-15.52998984391312,31.989353936088005,-16.461837766003455,3.45,1.59,227.0,99.7,14.0,95.3,2321.0,6.2,716354,686452,608841,545121,666198,682928,669743,696285,657041,54.3,,,,,,,,15,3,4-Seam Fastball,2,4,2,4,4,2,2,4,Standard,Standard,231.0,-0.013,-0.079,69.3,6.5,,0.079,99.7,-2,-2,0.414,0.414,24,22,24,22,1,0,7.0,1,,6.0,1.35,1.08,-1.08,32.3,0.9318682943355932,33.75209750310083,21.31118711776342,43.44869791030727,15.25320497824927
FS,2023-10-01,90.0,-2.87,5.46,"Houck, Tanner",677008,656557,,ball,,,,,14.0,Ball,R,L,R,BAL,BOS,B,,,1,1,2023,-1.51,0.24,0.4811726449386238,1.4207209180001743,,,,1,2,Bot,,,,,,,11.571509294088846,-130.54281969194943,-4.585343524182631,-19.66787082330926,25.845648848851074,-28.672678568707163,3.81651066415746,1.80984217312965,,,,90.5,1801.0,6.6,716367,657136,666915,665839,646240,596115,807799,677800,657077,53.85,,,,,,,,13,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,244.0,0.004,0.054,,,,-0.054,,0,0,0.527,0.527,27,24,27,24,1,0,5.0,1,,,2.58,1.51,-1.51,21.0,,,,,
CU,2023-10-01,83.7,-0.96,6.03,"Busenitz, Alan",676761,641427,,called_strike,,,,,8.0,Called Strike,R,L,R,STL,CIN,S,,,0,1,2023,0.43,-1.01,-0.1278383458793774,1.6184128238709037,,,,2,8,Bot,,,,,,,1.0713929612576611,-121.92702594756857,-1.748176974634977,4.019950786066989,25.07322759910432,-42.094395722009466,3.03232503643395,1.47325264714505,,,,83.2,2768.0,6.0,716353,571912,663886,669222,682622,682829,605361,656413,666181,54.49,,,,,,,,65,2,Curveball,4,3,4,3,3,4,4,3,Infield shade,Standard,45.0,-0.002,-0.061,,,,0.061,,1,1,0.842,0.842,32,28,33,28,1,3,46.0,2,,,4.27,-0.43,0.43,41.6,,,,,
SI,2023-10-01,91.4,-2.59,5.66,"Reyes, Denyi",624641,660593,,foul,,,,,7.0,Foul,R,R,R,NYM,PHI,S,,,0,0,2023,-1.56,0.73,-0.5696171269089512,1.8078908657039736,681082.0,,669016.0,1,8,Top,,,,,,,8.563054505408584,-132.65722221366798,-5.320477992889516,-20.316858616742294,33.16081633119099,-22.539069185889865,3.29,1.54,3.0,61.3,-35.0,91.7,1923.0,7.0,716355,605421,624413,677595,683146,596019,641796,542364,621466,53.52,,,,,,,,57,1,Sinker,1,3,3,1,3,1,3,1,Standard,Standard,232.0,0.006,-0.044,70.0,7.7,,0.044,88.0,-2,2,0.099,0.901,26,27,27,27,1,3,32.0,1,,16.0,2.05,1.56,1.56,31.6,3.4568283446118637,6.577252614723534,42.060315244379225,26.110839374603646,19.09792511132373
SI,2023-10-01,97.9,-2.24,5.48,"Hollowell, Gavin",656669,668970,,foul,,,,,1.0,Foul,R,R,R,COL,MIN,S,,,0,2,2023,-0.93,0.42,-0.5833256641865856,3.3738626919798733,666397.0,543877.0,456781.0,2,11,Top,,,,,,,6.709947292181231,-142.60634570089073,-1.3054876627818284,-14.041277035547084,25.77582633394207,-26.253064589952537,3.33,1.61,111.0,82.3,15.0,100.2,2570.0,7.0,716359,553869,660707,663898,641857,678662,666134,686668,453568,53.47,,,,,,,,83,3,Sinker,2,2,2,2,2,2,2,2,Standard,Standard,227.0,0.0,0.0,68.1,6.1,,0.0,88.0,0,0,0.623,0.377,25,29,26,30,1,5,2.0,1,,,1.91,0.93,0.93,18.0,10.71206817616828,19.958549261371257,25.7553685966444,35.704718763586754,22.22103554638135
SI,2023-10-01,94.6,-2.61,4.87,"Ramírez, Yohan",676946,670990,,called_strike,,,,,7.0,Called Strike,R,R,R,CWS,SD,S,,,1,0,2023,-1.76,0.18,-0.6908993285460723,1.8301175050438283,,663757.0,666703.0,2,7,Top,,,,,,,9.044205435346072,-137.3808032644,-2.6056368621040304,-24.331309842809485,33.675099652116465,-29.461854814590847,3.1490048358554,1.50761657485839,,,,95.2,2256.0,7.0,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.51,,,,,,,,53,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,240.0,0.009,-0.045,,,,0.045,,0,0,0.506,0.494,28,28,28,28,1,1,2.0,1,,,2.4,1.76,1.76,17.9,,,,,
SI,2023-10-01,92.1,1.43,5.55,"Pérez, Martín",672284,527048,,ball,,,,,14.0,Ball,R,L,L,SEA,TEX,B,,,0,0,2023,1.44,0.66,2.287049925770712,1.7173074328839402,,,,1,6,Bot,,,,,,,-0.9366039704830316,-134.0550853556918,-5.272842950368279,17.572072176289524,29.790507318811375,-23.29735344950615,3.59999978894302,1.82455777724877,,,,91.4,1792.0,5.9,716360,641680,663993,543760,673962,608369,694497,665750,666969,54.61,,,,,,,,43,1,Sinker,1,0,1,0,0,1,1,0,Infield shade,Standard,128.0,0.002,0.039,,,,-0.039,,1,1,0.719,0.719,32,23,32,24,1,2,7.0,1,17.0,,2.03,1.44,1.44,39.9,,,,,
SI,2023-10-01,95.0,-2.34,6.04,"Hoeing, Bryan",669261,663773,,foul,,,,,5.0,Foul,R,L,R,PIT,MIA,S,,,1,0,2023,-1.19,0.84,-0.2740802788036627,2.651551134934383,669707.0,641943.0,,1,8,Bot,,,,,,,8.147615075653134,-138.1721673583695,-5.159050862984063,-17.033937704385057,28.60974144342986,-20.493029087502354,3.55,1.62,217.0,77.0,56.0,96.1,1985.0,6.8,716362,663743,493329,669364,542932,621563,650559,641658,660821,53.71,,,,,,,,59,2,Sinker,1,0,1,0,0,1,1,0,Strategic,Standard,224.0,-0.002,-0.036,73.6,6.9,,0.036,88.0,1,1,0.918,0.918,26,24,27,25,1,3,9.0,1,,,1.68,1.19,-1.19,34.6,-0.3610327971403393,4.774306831250472,33.675982772864764,36.52024501235707,27.04272071859339
SI,2023-10-01,96.7,1.62,5.49,"Pérez, Cionel",678882,672335,,ball,,,,,2.0,Ball,R,R,L,BAL,BOS,B,,,0,0,2023,1.24,0.45,0.1067258163860602,3.4926213757668725,,622569.0,624512.0,1,7,Top,,,,,,,-6.819419054293007,-140.83308234878163,-0.8581158766374034,17.980245765941625,28.996016062664285,-26.09988913279941,3.37436346821884,1.62309159089675,,,,96.7,2011.0,6.0,716367,543510,663624,676059,683002,622761,677008,656775,623993,54.46,,,,,,,,53,1,Sinker,0,4,4,0,4,0,4,0,Standard,Standard,137.0,-0.001,0.042,,,,-0.042,,-4,4,0.051,0.949,27,22,27,23,1,0,3.0,1,6.0,,1.96,1.24,-1.24,35.9,,,,,
FF,2023-10-01,92.2,-2.97,5.63,"Duffey, Tyler",669003,608648,,ball,,,,,14.0,Ball,R,L,R,MIL,CHC,B,,,2,0,2023,-0.36,1.21,1.6485982701108697,2.398345980837626,,,,1,6,Bot,,,,,,,12.538972607878724,-133.6559937107312,-4.976760985876883,-7.110767764855204,29.252544624790104,-16.749992789139082,3.19853242438856,1.66511047752568,,,,92.2,2453.0,6.5,716364,665804,676724,670156,621550,666624,643565,691718,672744,53.98,,,,,,,,49,3,4-Seam Fastball,3,0,3,0,0,3,3,0,Standard,Standard,232.0,0.003,0.142,,,,-0.142,,3,3,0.906,0.906,32,24,33,25,1,2,,2,,,1.5,0.36,-0.36,23.7,,,,,
CH,2023-10-01,87.0,-1.4,6.15,"Pepiot, Ryan",624424,686752,,ball,,,,,13.0,Ball,R,L,R,SF,LAD,B,,,0,2,2023,-1.29,0.43,-0.6672190676139966,1.0696471627865116,,,642731.0,2,6,Bot,,,,,,,4.4164052863672545,-126.5318998169018,-6.9131563310055295,-14.74460946570321,25.97849856558213,-26.316171715546467,3.14078200173126,1.59761353823021,,,,87.4,2417.0,6.6,716363,669257,518692,543939,571970,642708,444482,681546,571771,53.93,,,,,,,,51,3,Changeup,1,5,1,5,5,1,1,5,Infield shade,Standard,245.0,0.001,0.02,,,,-0.02,,-4,-4,0.069,0.069,25,30,26,30,1,2,5.0,2,,,2.58,1.29,-1.29,39.4,,,,,
CU,2023-10-01,75.0,1.62,5.64,"Hill, Rich",571980,448179,,ball,,,,,11.0,Ball,R,L,L,CWS,SD,B,,,0,0,2023,-1.71,-0.88,-0.8695803005258557,3.734390519164816,,686676.0,,1,11,Bot,,,,,,,-2.1085943986091773,-109.01611241108452,4.919404952464101,-13.09611833505732,21.919353203301103,-40.31491083600236,3.53523660122085,1.73272105172047,,,,74.9,2634.0,6.6,716356,664954,643265,676946,666703,673490,595777,663757,640492,53.88,,,,,,,,87,1,Curveball,1,2,1,2,2,1,1,2,Standard,Standard,305.0,0.005,0.034,,,,-0.034,,-1,-1,0.29,0.29,43,32,43,32,1,4,7.0,1,,,4.98,-1.71,-1.71,37.2,,,,,
CU,2023-10-01,70.3,-1.3,6.18,"Greinke, Zack",665828,425844,,ball,,,,,13.0,Ball,R,L,R,KC,NYY,B,,,0,0,2023,0.8,-0.86,-1.4937427578012894,2.0921316791930646,,,,0,2,Top,,,,,,,-1.6712378254615563,-102.45399162743531,1.013110219810189,5.903295258060687,15.394089554489264,-38.60605072468665,3.23930413391412,1.52910788427755,,,,69.6,2129.0,5.4,716352,521692,668472,686681,672580,677951,658668,680118,669004,55.08,,,,,,,,9,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,65.0,-0.004,0.04,,,,-0.04,,0,0,0.5,0.5,39,24,40,24,1,0,5.0,1,,,5.42,-0.8,0.8,44.6,,,,,
SL,2023-10-01,88.1,-2.76,5.4,"Palencia, Daniel",621438,694037,,ball,,,,,14.0,Ball,R,R,R,MIL,CHC,B,,,0,0,2023,0.38,0.25,0.9459414870278454,0.8687212296130125,,,,0,4,Bot,,,,,,,8.260320134282127,-128.0250926523861,-5.466781422895891,2.5626538528652905,24.95308032074569,-28.475342525716616,3.28362003795753,1.56696328465135,,,,88.8,2069.0,6.7,716364,665804,676724,670156,621550,666624,643565,691718,672744,53.84,,,,,,,,33,1,Slider,3,0,3,0,0,3,3,0,Infield shade,Standard,186.0,0.002,0.04,,,,-0.04,,3,3,0.86,0.86,23,29,23,29,1,1,4.0,1,,2.0,2.68,-0.38,-0.38,32.1,,,,,
CH,2023-10-01,83.9,-1.65,5.93,"Ober, Bailey",660707,641927,,called_strike,,,,,1.0,Called Strike,R,R,R,COL,MIN,S,,,0,0,2023,-0.77,0.25,-0.3329039300868306,3.0410864893481424,,,,2,2,Bot,,,,,,,4.641614968290328,-122.35085052312212,-0.947024305125133,-8.577310306443275,18.269872317579733,-29.650556026908415,3.3085842145209,1.65999945702871,,,,86.1,1837.0,7.0,716359,680777,666135,666397,456781,571657,656669,650489,670242,53.46,,,,,,,,16,1,Changeup,0,2,0,2,2,0,0,2,Standard,Strategic,256.0,-0.002,-0.045,,,,0.045,,-2,-2,0.299,0.299,27,24,28,25,1,0,5.0,1,6.0,,2.91,0.77,0.77,28.7,,,,,
FC,2023-10-01,85.2,2.47,5.95,"Dodd, Dylan",669743,689266,,ball,,,,,13.0,Ball,R,R,L,ATL,WSH,B,,,0,1,2023,0.1,0.4,-1.730068923064742,0.8959021691946001,660688.0,,,2,1,Top,,,,,,,-10.150484339534414,-123.59516139451893,-6.3461377698578385,3.2409595126198583,26.63817613465689,-26.875568320590496,3.50242343195969,1.76629692952159,,,,85.6,2140.0,6.9,716354,518595,621566,645277,663586,606115,592696,671739,660670,53.62,,,,,,,,7,2,Cutter,0,3,3,0,3,0,3,0,Standard,Standard,154.0,-0.003,0.028,,,,-0.028,,-3,3,0.247,0.753,25,28,25,29,1,0,22.0,7,,,2.78,0.1,-0.1,45.4,,,,,
CH,2023-10-01,81.4,-2.59,6.23,"Richards, Trevor",606132,670950,field_out,hit_into_play,,,,,13.0,"Raimel Tapia grounds out, pitcher Trevor Richards to first baseman Cavan Biggio.",R,L,R,TOR,TB,X,1.0,ground_ball,1,1,2023,-1.18,-0.11,-0.8000816542879461,1.1487417750399405,666018.0,,,2,6,Top,127.21,182.38,,,,,6.245885163474217,-118.36189379808144,-4.632265472887946,-12.238845434724466,20.978449151797147,-32.534104423455275,3.34,1.53,5.0,84.1,-13.0,81.3,2419.0,6.1,716357,623168,624415,676914,669289,666182,686490,662139,593160,54.37,0.097,0.088,0.0,1.0,0.0,0.0,2.0,56,3,Changeup,3,11,11,3,11,3,11,3,Standard,Strategic,256.0,0.002,-0.286,61.0,7.6,0.099,0.286,88.0,-8,8,0.008,0.992,30,29,30,29,1,3,1.0,1,,,3.53,1.18,-1.18,54.6,5.107804584741922,17.37170616563445,38.39636959269792,49.41621821930451,20.95570518842699
SI,2023-10-01,95.9,-3.06,5.74,"Ureña, José",595777,570632,single,hit_into_play,,,,,11.0,Jurickson Profar singles on a ground ball to left fielder Tyler Naquin.,R,L,R,CWS,SD,X,7.0,ground_ball,1,2,2023,-1.49,0.81,-1.5388311295178327,2.5380514521276503,,,,0,2,Top,75.52,147.84,,,,,7.389239719392419,-139.4679986880374,-4.698241735350796,-21.061904587485717,31.078956107142172,-20.71876282059633,3.31,1.61,83.0,65.5,8.0,96.1,2178.0,6.4,716356,656024,683734,621545,672820,462101,571980,572204,657757,54.11,0.183,0.167,0.9,1.0,1.0,0.0,2.0,10,4,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,232.0,-0.045,0.504,65.3,6.8,0.24,-0.504,88.0,0,0,0.507,0.493,31,30,32,30,1,0,5.0,1,,,1.67,1.49,-1.49,29.9,8.737919126474303,21.042617649764505,26.881417186029488,52.47148714429874,13.982901959763312
FF,2023-10-01,96.9,-1.12,5.06,"Montero, Rafael",446334,606160,,swinging_strike,,,,,6.0,Swinging Strike,R,R,R,AZ,HOU,S,,,1,1,2023,-0.9,1.3,0.5036494803710779,2.5037202159570695,,666971.0,,2,8,Bot,,,,,,,6.396706762171063,-140.88746358756237,-4.1973998548271085,-13.535464313715032,35.14288688560658,-14.11547802667953,3.64,1.73,,,,96.3,2471.0,6.2,716358,673237,547989,666197,608324,665161,676801,676694,663656,54.26,,,,,,,,68,3,4-Seam Fastball,1,8,1,8,8,1,1,8,Standard,Standard,223.0,0.0,-0.064,65.5,7.2,,0.064,,-7,-7,0.002,0.002,32,37,33,38,1,3,5.0,1,7.0,2.0,1.15,0.9,0.9,41.0,-2.170401586619502,22.441806386473335,34.31077999878923,45.18331474347275,13.570182495741204
SI,2023-10-01,99.3,-1.8,6.16,"Miller, Bobby",624424,676272,,foul,,,,,2.0,Foul,R,L,R,SF,LAD,S,,,2,2,2023,-0.92,1.59,-0.2035947701714864,3.0492889295167234,,,,0,2,Bot,,,,,,,6.56486308239225,-144.4721316670903,-6.890328658191907,-14.346044719710042,31.469798937641738,-8.522394370850032,3.27,1.6,214.0,78.8,57.0,100.2,2303.0,6.7,716363,669257,518692,642708,571970,571771,621035,681546,605141,53.83,,,,,,,,12,5,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,213.0,0.0,0.0,,,,0.0,88.0,0,0,0.548,0.548,24,30,24,30,1,0,5.0,2,8.0,,0.71,0.92,-0.92,49.0,,,,,
CH,2023-10-01,86.3,-2.65,5.49,"King, Michael",686681,650633,field_out,hit_into_play,,,,,4.0,Michael Massey lines out to first baseman DJ LeMahieu.,R,L,R,KC,NYY,X,3.0,line_drive,1,2,2023,-1.37,0.22,-0.5812901783041491,2.265760580541081,,,,1,2,Bot,162.91,158.22,,,,,7.7162483552267265,-125.51626100274584,-1.9259752731954451,-15.964641201167016,23.64074779193764,-29.63842465475493,3.53,1.69,140.0,86.7,10.0,86.7,2153.0,6.4,716352,669224,518934,672724,643396,683011,677592,664314,665828,54.11,0.561,0.506,0.0,1.0,0.0,0.0,4.0,14,4,Changeup,1,0,1,0,0,1,1,0,Infield shade,Standard,250.0,-0.01,-0.189,67.6,7.8,0.605,0.189,88.0,1,1,0.631,0.631,28,25,28,25,1,0,5.0,1,,,2.82,1.37,-1.37,25.5,18.441079159647433,-13.340867394263409,31.485080439561656,43.336750263503575,37.60771787645733
SL,2023-10-01,79.9,-1.27,6.17,"Greinke, Zack",643396,425844,field_out,hit_into_play,,,,,9.0,"Isiah Kiner-Falefa grounds out, shortstop Bobby Witt Jr. to first baseman Nick Pratto.",R,R,R,KC,NYY,X,6.0,ground_ball,1,1,2023,0.97,-0.3,0.3404898069709584,1.7957560823872178,683011.0,669224.0,,2,1,Top,106.59,153.95,,,,,1.720823730075988,-116.57746517664874,-2.46203996173208,8.65602825163394,18.686252600912105,-34.755251279172676,3.25,1.46,10.0,99.4,-11.0,79.7,2433.0,5.7,716352,521692,668472,686681,672580,677951,658668,680118,669004,54.83,0.244,0.22,0.0,1.0,0.0,0.0,2.0,5,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,57.0,0.053,-0.254,71.0,8.0,0.266,0.254,99.4,0,0,0.495,0.505,39,28,40,28,1,0,5.0,5,,,3.81,-0.97,-0.97,43.2,6.7435892382198706,-7.4375749842280525,26.13527576486228,44.87609575441533,36.91074807615694
ST,2023-10-01,80.2,-2.76,5.48,"Greene, Shane",655316,572888,,called_strike,,,,,7.0,Called Strike,R,R,R,MIL,CHC,S,,,1,0,2023,1.25,0.82,-0.5844270545552426,1.7562894062408758,605170.0,686217.0,642133.0,1,7,Bot,,,,,,,2.4324825403457173,-116.87223929954942,-3.1059293887807304,11.062097235465409,21.292885364440743,-24.29348251966254,3.1710586836413,1.41069046866405,,,,79.9,2581.0,5.9,716364,665804,676724,670156,621550,666624,643565,691718,672744,54.56,,,,,,,,59,2,Sweeper,4,0,4,0,0,4,4,0,Standard,Standard,81.0,-0.001,-0.056,,,,0.056,,4,4,0.983,0.983,34,26,35,26,1,0,28.0,1,,3.0,2.71,-1.25,-1.25,23.6,,,,,
CH,2023-10-01,87.6,-1.38,6.08,"Clarke, Taylor",665828,664199,,ball,,,,,11.0,Ball,R,L,R,KC,NYY,B,,,0,0,2023,-1.16,0.51,-1.8021666612706049,2.5448144456073467,,,643396.0,2,6,Top,,,,,,,1.3762427998760292,-127.57904726233724,-3.4844204891100583,-13.032993049890786,25.248532206777988,-26.100656335001343,3.20932458021937,1.49929290568975,,,,87.5,1653.0,6.1,716352,521692,668472,686681,672580,677951,658668,680118,669004,54.42,,,,,,,,48,1,Changeup,5,2,2,5,2,5,2,5,Infield shade,Standard,233.0,-0.002,0.03,,,,-0.03,,3,-3,0.89,0.1099999999999999,30,24,30,24,1,2,5.0,1,,,2.45,1.16,-1.16,52.4,,,,,
FF,2023-10-01,91.7,3.73,5.15,"Lopez, Jacob",662139,682052,,ball,,,,,14.0,Ball,R,L,L,TOR,TB,B,,,0,0,2023,1.28,0.71,1.2927770649909176,2.3716043386865957,,676914.0,624415.0,1,2,Bot,,,,,,,-9.002563936218198,-133.18412321154022,-2.6578497700269645,17.199851637475746,29.785959453066404,-23.377183412911815,3.31023203469461,1.56000952154316,,,,92.2,2033.0,6.8,716357,650907,666018,678554,670623,691406,606132,622534,666139,53.69,,,,,,,,26,1,4-Seam Fastball,0,8,0,8,8,0,0,8,Standard,Standard,108.0,0.002,0.042,,,,-0.042,,-8,-8,0.048,0.048,25,26,25,27,1,0,39.0,1,,2.0,2.02,1.28,1.28,19.5,,,,,
FF,2023-10-01,97.4,-2.73,6.54,"Alcala, Jorge",656248,660896,home_run,hit_into_play,,,,,1.0,Sean Bouchard homers (4) on a fly ball to left field.,R,R,R,COL,MIN,X,,fly_ball,3,2,2023,-0.84,1.2,-0.4328309663787189,3.122343323626887,,,,2,8,Bot,30.34,71.46,,,,,7.998409813913056,-141.74587582942908,-6.456986771316334,-12.934616427529674,26.104656922179572,-14.692185202089556,3.51,1.69,392.0,99.3,31.0,97.2,2437.0,5.8,716359,680777,543877,666397,456781,571657,650489,664057,656669,54.74,0.412,0.8038421052631578,2.0,1.0,0.0,3.0,6.0,61,6,4-Seam Fastball,1,2,1,2,2,2,2,2,Standard,Standard,220.0,0.324,2.534,76.3,7.1,1.585,-2.534,99.3,-1,-1,0.202,0.202,27,27,28,27,1,0,140.0,1,,,1.16,0.84,0.84,45.1,18.13076801573971,-3.985161172088163,31.298485002484053,28.912972750293523,33.71085772172589
