pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
FF,2023-10-01,95.9,-1.81,6.3,"Rutledge, Jackson",660670,671131,,foul,,,,,5.0,Foul,R,R,R,ATL,WSH,S,,,1,1,2023,-1.22,1.22,-0.1225493411456728,2.804257731263852,,,,0,1,Bot,,,,,,,7.16966249581625,-139.46046943886876,-6.369055186582937,-17.57982082451703,30.08940527507017,-14.92911867000264,3.47,1.57,204.0,78.6,28.0,95.3,2361.0,5.9,716354,686452,608841,545121,666198,682928,669743,696285,657041,54.61,,,,,,,,10,3,4-Seam Fastball,0,4,0,4,4,0,0,4,Standard,Standard,231.0,-0.004,-0.061,78.4,7.5,,0.061,88.0,-4,-4,0.195,0.195,24,25,24,26,1,0,7.0,1,,6.0,1.25,1.22,1.22,31.0,12.442237338934175,-0.2323248701580392,33.0620715741624,35.25732178946965,30.54431192244807
FF,2023-10-01,97.0,-2.02,5.69,"Finnegan, Kyle",670032,640448,,foul,,,,,2.0,Foul,R,L,R,ATL,WSH,S,,,1,1,2023,-0.74,1.42,-0.2301847935957728,2.953005411558216,,,,0,9,Bot,,,,,,,6.554739051138387,-141.13587049494438,-5.097064552937523,-11.322424573508997,30.41023154816805,-12.233103033807645,3.08,1.43,325.0,91.7,40.0,98.2,1969.0,6.8,716354,686452,642086,671277,545121,682928,666906,696285,657041,53.66,,,,,,,,88,3,4-Seam Fastball,8,10,8,10,10,8,8,10,Standard,Standard,215.0,-0.012,-0.061,64.6,6.5,,0.061,91.7,-2,-2,0.093,0.093,31,28,32,28,1,3,2.0,2,,,1.0,0.74,-0.74,44.4,11.925576100148527,27.609503186778568,18.467529481367027,43.77713066191183,15.27451923929848
SI,2023-10-01,95.7,2.81,6.02,"Ferrer, Jose A.",671739,678606,,called_strike,,,,,6.0,Called Strike,R,L,L,ATL,WSH,S,,,2,0,2023,1.34,0.85,0.4394528845795926,2.648453630402659,645277.0,670032.0,542303.0,2,7,Bot,,,,,,,-9.24017611615394,-139.08819145149627,-5.168990700002319,19.449726439492505,30.80267753451029,-20.15689009182636,3.45708917314547,1.56200555990684,,,,95.3,2100.0,6.1,716354,686452,608841,671277,545121,682928,669743,696285,657041,54.39,,,,,,,,66,3,Sinker,5,5,5,5,5,5,5,5,Standard,Standard,116.0,-0.036,-0.059,,,,0.059,,0,0,0.675,0.675,23,22,23,22,1,3,2.0,1,,6.0,1.64,1.34,1.34,32.2,,,,,
SI,2023-10-01,92.9,1.79,5.61,"Rogers, Taylor",543939,573124,,called_strike,,,,,5.0,Called Strike,R,L,L,SF,LAD,S,,,1,1,2023,1.4,0.75,0.1038687860669078,2.3109887353969087,,669257.0,571970.0,1,6,Top,,,,,,,-7.281174743473511,-135.2095562279057,-4.3338578855407075,18.673252312183152,25.949517588119267,-22.1684631317669,3.15738001914412,1.52762801098388,,,,92.3,2037.0,5.7,716363,666165,664774,642731,669477,543063,624424,666149,573262,54.82,,,,,,,,41,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,124.0,0.017,-0.059,,,,0.059,,0,0,0.446,0.554,32,32,33,33,1,0,8.0,2,,6.0,1.86,1.4,1.4,28.8,,,,,
SL,2023-10-01,80.8,-2.26,5.41,"Dunning, Dane",677594,641540,,swinging_strike,,,,,14.0,Swinging Strike,R,R,R,SEA,TEX,S,,,0,1,2023,0.31,-0.26,0.7394893815803729,0.5629403087280385,,,,1,1,Bot,,,,,,,6.133799718023242,-117.52432556411712,-3.660389809495161,1.7336855091313763,22.044212194421508,-34.13168658644628,3.29,1.51,,,,81.6,2330.0,6.8,716360,641680,663993,543760,673962,608369,694497,665750,666969,53.7,,,,,,,,5,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,46.0,-0.004,-0.057,71.3,8.9,,0.057,,0,0,0.524,0.524,28,22,29,23,1,0,4.0,1,6.0,,3.76,-0.31,-0.31,36.8,15.8998369183334,-21.28313732925463,37.17648746456605,46.23703599933119,46.18374403910241
FF,2023-10-01,92.4,1.54,5.83,"Rodriguez, Eduardo",680757,593958,,ball,,,,,11.0,Ball,R,L,L,DET,CLE,B,,,1,1,2023,0.54,0.99,-1.943259480837928,2.4703326533764525,,,,0,1,Top,,,,,,,-9.991233272320551,-134.31999388421616,-4.964460076308822,8.487151071856143,24.495010243208423,-19.223443795469144,3.34475068155405,1.53063155397285,,,,92.4,2100.0,6.0,716361,668670,679529,628451,663837,595879,668731,678009,681481,54.51,,,,,,,,1,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,153.0,-0.005,0.059,,,,-0.059,,0,0,0.501,0.499,30,25,30,26,1,0,7.0,1,,,1.65,0.54,0.54,39.0,,,,,
FF,2023-10-01,96.1,-2.37,5.94,"Robertson, Nick",663624,687798,,ball,,,,,9.0,Ball,R,R,R,BAL,BOS,B,,,1,1,2023,-0.45,1.52,0.750946868672152,1.963382937971626,,,,0,9,Bot,,,,,,,9.411135952952836,-139.42691527456526,-8.486050816922248,-8.031747408945188,31.912360206766454,-10.500938006337954,3.67689664354941,1.66970956329973,,,,97.3,2224.0,7.2,716367,657136,666915,665839,622569,596115,677800,678882,608701,53.35,,,,,,,,71,3,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard,213.0,0.001,0.059,,,,-0.059,,-5,-5,0.008,0.008,24,26,25,26,1,1,11.0,1,,6.0,0.96,0.45,0.45,42.6,,,,,
CH,2023-10-01,82.3,-2.5,6.32,"Richards, Trevor",670623,670950,,called_strike,,,,,5.0,Called Strike,R,R,R,TOR,TB,S,,,1,1,2023,-1.38,0.07,0.1097461141777187,2.630443930642923,,,,0,6,Top,,,,,,,8.573668570826703,-119.52433852582278,-1.9610649978285768,-14.834595853888755,22.48090566695763,-31.32310755795585,3.12446334855568,1.55957160992215,,,,82.3,2501.0,6.3,716357,623168,624415,676914,669289,666182,686490,662139,593160,54.17,,,,,,,,52,3,Changeup,3,10,10,3,10,3,10,3,Standard,Strategic,247.0,0.0,-0.061,,,,0.061,,-7,7,0.015,0.985,30,24,30,24,1,3,1.0,1,,2.0,3.3,1.38,1.38,48.1,,,,,
FS,2023-10-01,89.4,-2.88,5.46,"Houck, Tanner",683002,656557,,foul,,,,,9.0,Foul,R,L,R,BAL,BOS,S,,,1,1,2023,-1.04,0.25,0.3098654699063083,2.176150810774788,,,,0,1,Bot,,,,,,,10.04079461483146,-129.79560956515724,-2.5941535643720943,-13.893895318179077,26.72591490111719,-28.95650542202922,3.73,1.75,4.0,94.5,-26.0,89.3,1786.0,6.3,716367,657136,666915,665839,646240,596115,807799,677800,657077,54.18,,,,,,,,5,3,Split-Finger,0,0,0,0,0,0,0,0,Infield shade,Standard,245.0,-0.006,-0.061,77.2,8.3,,0.061,94.5,0,0,0.547,0.547,27,22,27,22,1,0,5.0,1,,6.0,2.61,1.04,-1.04,16.7,26.579647274843815,-24.174041261246053,35.16649518245695,27.82479220466923,45.57659528044158
CH,2023-10-01,85.1,-2.56,5.58,"Reyes, Denyi",596117,660593,,foul,,,,,8.0,Foul,R,L,R,NYM,PHI,S,,,0,1,2023,-1.5,0.32,-0.0657496729951894,1.632078980420716,,,,1,7,Top,,,,,,,8.931798222573972,-123.64230714967312,-3.5939120571643497,-17.191917070714023,24.301018580912935,-28.349499355497965,2.96,1.37,232.0,71.9,34.0,85.8,1227.0,6.8,716355,682626,624413,677595,683146,596019,641796,542364,621466,53.74,,,,,,,,48,2,Changeup,1,2,2,1,2,1,2,1,Standard,Standard,243.0,0.005,-0.057,67.0,7.8,,0.057,88.0,-1,1,0.335,0.665,26,30,27,30,1,2,32.0,1,,,2.83,1.5,-1.5,32.4,21.145565720279546,-27.3801923991211,33.2055662142645,32.253534202868295,42.58290829876723
FF,2023-10-01,93.3,-2.47,5.19,"Hollowell, Gavin",650489,668970,,called_strike,,,,,11.0,Called Strike,R,L,R,COL,MIN,S,,,1,1,2023,-0.64,0.92,-0.8943473131773676,3.2096921498533995,,666397.0,,0,11,Top,,,,,,,5.489919394580786,-135.9658177259132,-1.4998215257580032,-8.941814487309207,22.49785361646489,-20.45795078338071,3.63956506605255,1.73266414131208,,,,95.1,2584.0,6.7,716359,553869,660707,663898,641857,678662,666134,686668,453568,53.8,,,,,,,,79,3,4-Seam Fastball,2,2,2,2,2,2,2,2,Strategic,Standard,236.0,0.028,-0.066,,,,0.066,,0,0,0.505,0.495,25,26,26,26,1,4,2.0,1,,2.0,1.64,0.64,-0.64,12.2,,,,,
SI,2023-10-01,93.5,-2.48,4.66,"Ramírez, Yohan",643265,670990,,called_strike,,,,,7.0,Called Strike,R,R,R,CWS,SD,S,,,2,0,2023,-1.66,0.18,-0.7864262147731182,2.006967166953383,,,,0,7,Top,,,,,,,8.196261272457503,-135.99854033073228,-1.5236078876414874,-22.42700880237646,29.063382592092804,-29.754396582976916,3.49338424460142,1.73547627999126,,,,95.3,2121.0,7.3,716356,656024,683734,621545,672820,462101,571980,572204,657757,53.18,,,,,,,,49,3,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,244.0,0.012,-0.065,,,,0.065,,0,0,0.482,0.518,28,32,28,33,1,2,2.0,2,,,2.42,1.66,1.66,19.4,,,,,
SL,2023-10-01,80.6,-2.98,5.7,"Duffey, Tyler",467793,608648,,called_strike,,,,,9.0,Called Strike,R,L,R,MIL,CHC,S,,,2,0,2023,1.46,0.29,0.5448593786278679,1.9199138133022744,,,,0,5,Bot,,,,,,,5.044333795895467,-117.16736617940796,-2.161994791051029,12.171978557365303,25.31107375475099,-29.33656633167933,3.2585470772753,1.54072575941746,,,,80.0,2356.0,6.3,716364,665804,676724,670156,621550,666624,643565,691718,672744,54.22,,,,,,,,41,3,Slider,3,0,3,0,0,3,3,0,Standard,Standard,55.0,-0.003,-0.065,,,,0.065,,3,3,0.888,0.888,32,37,33,37,1,2,,1,,2.0,3.27,-1.46,1.46,27.5,,,,,
FC,2023-10-01,91.3,-0.9,6.09,"Busenitz, Alan",663609,641427,,ball,,,,,12.0,Ball,R,R,R,STL,CIN,B,,,0,0,2023,0.03,0.7,1.0037468194464163,3.878959240751316,,,,1,7,Bot,,,,,,,4.67226373160706,-132.91027256304196,-1.1639052844393272,-0.6498292231466981,29.602758454486867,-23.832886152612772,3.68278880621325,1.77152146131336,,,,90.5,2602.0,5.9,716353,571912,663886,669222,682622,682829,605361,656413,666181,54.64,,,,,,,,58,1,Cutter,4,3,4,3,3,4,4,3,Standard,Standard,207.0,0.002,0.039,,,,-0.039,,1,1,0.77,0.77,32,26,33,26,1,3,46.0,1,,,2.04,-0.03,-0.03,46.5,,,,,
SL,2023-10-01,81.9,-2.2,6.02,"Hoeing, Bryan",641511,663773,,foul,,,,,14.0,Foul,R,R,R,PIT,MIA,S,,,0,2,2023,0.33,-0.49,0.1207188088374069,0.966279556552688,,,,0,8,Bot,,,,,,,4.649956540113304,-119.15548401326258,-3.9204568867953338,2.2115122676581382,23.480471202013796,-36.260952246052696,3.32,1.51,32.0,24.1,61.0,82.7,2258.0,6.9,716362,663743,493329,669364,542932,621563,650559,641658,660821,53.61,,,,,,,,55,3,Slider,0,0,0,0,0,0,0,0,Infield shade,Standard,44.0,0.0,0.0,38.7,6.6,,0.0,88.0,0,0,0.59,0.59,26,28,27,28,1,2,9.0,3,,,3.9,-0.33,-0.33,38.4,4.942665148403924,5.926316256934248,40.61146231552747,39.246472543656054,19.033939742509897
SI,2023-10-01,93.2,1.63,5.45,"Pérez, Cionel",665839,672335,,ball,,,,,14.0,Ball,R,L,L,BAL,BOS,B,,,2,0,2023,1.45,0.88,0.5707615020663555,0.4153905127785104,,,,0,7,Top,,,,,,,-5.8613580427648175,-135.26142932233518,-8.957901184083283,19.031517349442407,33.06083472822777,-19.481370547738184,3.16461969222495,1.64634004048646,,,,92.2,2176.0,6.1,716367,543510,663624,676059,683002,622761,677008,656775,623993,54.4,,,,,,,,48,3,Sinker,0,2,2,0,2,0,2,0,Infield shade,Standard,146.0,-0.007,0.151,,,,-0.151,,-2,2,0.178,0.8220000000000001,27,24,27,25,1,2,3.0,1,6.0,,1.78,1.45,1.45,36.4,,,,,
FF,2023-10-01,96.5,-1.99,5.23,"Phillips, Evan",573262,623465,,foul_tip,,,,,6.0,Foul Tip,R,L,R,SF,LAD,S,,,0,0,2023,-0.7,1.12,0.370406710730541,2.852385986698491,,,,1,9,Bot,,,,,,,7.908379295432519,-140.36171216789256,-3.339332293992231,-11.022043795292369,30.224785588838024,-16.796976037636668,3.5,1.69,,,,97.1,2217.0,6.6,716363,669257,518692,543939,571970,642708,444482,681546,571771,53.95,,,,,,,,73,1,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shade,Standard,226.0,-0.002,-0.041,72.0,6.3,,0.041,,-3,-3,0.018,0.018,28,32,29,33,1,3,3.0,2,8.0,,1.32,0.7,-0.7,26.1,1.516154814075387,21.93927066625488,35.326639577034136,32.260244828321376,16.902399499489558
FC,2023-10-01,95.4,-1.28,6.07,"Brown, Hunter",656896,686613,,called_strike,,,,,2.0,Called Strike,R,R,R,AZ,HOU,S,,,0,0,2023,-0.14,0.52,-0.1118948157631827,3.2166951811743925,,,,1,9,Bot,,,,,,,3.4145433248145185,-138.8536554778439,-3.058963194653339,-2.5842016708830173,31.44748984059044,-24.980135632910223,3.58479553321364,1.69116086580686,,,,95.9,2172.0,6.6,716358,673237,547989,643289,666197,665161,676801,676694,663656,53.91,,,,,,,,73,1,Cutter,1,8,1,8,8,1,1,8,Standard,Standard,198.0,0.0,-0.041,,,,0.041,,-7,-7,0.001,0.001,24,27,25,27,1,3,7.0,3,7.0,15.0,1.99,0.14,0.14,52.8,,,,,
FF,2023-10-01,90.5,1.37,5.89,"Hill, Rich",683734,448179,,foul,,,,,1.0,Foul,R,R,L,CWS,SD,S,,,0,0,2023,0.44,1.18,-0.4069087231791334,2.9295703080622295,,,621545.0,0,10,Bot,,,,,,,-5.462413450380621,-131.57497148562555,-3.988259311598197,6.3359316196482,29.546764957993823,-17.841712775999532,3.35,1.59,235.0,72.6,34.0,91.8,2339.0,7.2,716356,664954,643265,676946,666703,673490,595777,663757,640492,53.25,,,,,,,,79,1,4-Seam Fastball,1,1,1,1,1,1,1,1,Standard,Standard,152.0,-0.011,-0.036,,,,0.036,88.0,0,0,0.71,0.71,43,25,43,25,1,4,7.0,1,,,1.62,0.44,-0.44,44.5,,,,,
CU,2023-10-01,76.0,3.38,4.89,"Bernardino, Brennan",656775,657514,,ball,,,,,12.0,Ball,R,L,L,BAL,BOS,B,,,1,1,2023,-1.46,0.2,1.3111766841473635,3.9380974836602425,,,,0,7,Bot,,,,,,,-1.6958801827878256,-110.54425754583085,4.6291192470844775,-11.687216428326415,19.95976838225028,-31.628942384917185,3.14150169470542,1.51931225323287,,,,74.7,2564.0,5.4,716367,657136,666915,665839,622569,596115,677800,678882,608701,55.1,,,,,,,,57,3,Curveball,0,6,0,6,6,0,0,6,Standard,Standard,302.0,0.001,0.059,,,,-0.059,,-6,-6,0.02,0.02,31,28,31,29,1,2,3.0,1,,6.0,3.76,-1.46,-1.46,14.2,,,,,
FF,2023-10-01,98.1,-1.79,6.05,"Hernández, Carlos",677592,672578,,ball,,,,,14.0,Ball,R,R,R,KC,NYY,B,,,0,0,2023,-0.96,1.41,2.4208652002682545,2.3603566416724755,,,,1,7,Top,,,,,,,13.542762374739404,-142.101048919664,-7.749068352558538,-15.955842606811627,29.841609178228055,-11.314974091572926,3.23018329181495,1.55737522553806,,,,98.0,2457.0,6.3,716352,521692,668472,686681,672580,677951,658668,680118,669004,54.21,,,,,,,,54,1,4-Seam Fastball,5,2,2,5,2,5,2,5,Standard,Standard,229.0,-0.003,0.039,,,,-0.039,,3,-3,0.917,0.0829999999999999,26,22,26,22,1,2,3.0,1,,,0.96,0.96,0.96,35.9,,,,,
FF,2023-10-01,93.8,-1.81,5.62,"Parsons, Wes",666139,641149,,called_strike,,,,,9.0,Called Strike,R,L,R,TOR,TB,S,,,1,0,2023,-0.75,1.29,0.7665690862515309,1.8865427969144588,,,,1,1,Top,,,,,,,8.37542495778455,-136.23834842723264,-6.811933538518744,-11.221060708398191,29.578283146026504,-14.727803523045653,3.62707508932433,1.73750490739466,,,,94.5,2211.0,6.7,716357,623168,624415,676914,669289,666182,686490,662139,593160,53.75,,,,,,,,2,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,212.0,0.003,-0.05,,,,0.05,,0,0,0.52,0.48,30,25,31,25,1,0,,1,,2.0,1.31,0.75,-0.75,34.2,,,,,
FF,2023-10-01,99.7,-0.44,5.94,"Helsley, Ryan",687952,664854,,called_strike,,,,,6.0,Called Strike,R,R,R,STL,CIN,S,,,1,1,2023,-0.09,1.5,0.7499795934627719,2.3488366734920785,,,,0,9,Top,,,,,,,3.49263698287959,-145.10132121043603,-8.130039951955494,-1.9618120004024548,30.889380365195844,-9.273540400835396,3.23091058476609,1.47481004653361,,,,100.9,2556.0,6.7,716353,668800,663609,676761,578570,691026,680700,669242,691023,53.75,,,,,,,,66,3,4-Seam Fastball,4,3,3,4,3,4,3,4,Standard,Standard,202.0,0.018,-0.061,,,,0.061,,1,-1,0.839,0.161,28,23,29,24,1,3,5.0,1,,,0.77,0.09,0.09,59.6,,,,,
FF,2023-10-01,96.8,-2.31,5.97,"Harvey, Hunter",592696,640451,,foul,,,,,2.0,Foul,R,L,R,ATL,WSH,S,,,2,0,2023,-0.5,1.41,-0.2650510500807218,2.8995448650794557,,,,0,8,Bot,,,,,,,6.601301335988072,-140.76788498932436,-5.901728593523336,-8.081581084719344,29.324464742936343,-12.243136119745108,3.39,1.63,253.0,79.4,30.0,97.1,2233.0,6.3,716354,686452,608841,671277,545121,682928,669743,696285,657041,54.18,,,,,,,,75,3,4-Seam Fastball,7,7,7,7,7,7,7,7,Standard,Standard,211.0,-0.013,-0.065,68.4,6.0,,0.065,88.0,0,0,0.627,0.627,28,31,29,32,1,3,2.0,1,,6.0,1.01,0.5,-0.5,45.5,-2.2873349641147436,25.236154567777504,25.40612466557148,40.711680334045575,14.3625695336933
SL,2023-10-01,88.3,-2.61,5.53,"Palencia, Daniel",592192,694037,,ball,,,,,14.0,Ball,R,R,R,MIL,CHC,B,,,0,2,2023,0.26,0.15,1.3661756574668535,0.2211829406371341,,,,0,3,Bot,,,,,,,9.199762721154205,-128.1885951447132,-7.189643093078885,0.9558606278727916,26.078785371906815,-29.20031737478608,3.09850884558789,1.43446996939718,,,,88.9,2059.0,6.8,716364,665804,676724,670156,621550,666624,643565,691718,672744,53.72,,,,,,,,25,3,Slider,3,0,3,0,0,3,3,0,Standard,Standard,121.0,0.001,0.024,,,,-0.024,,3,3,0.835,0.835,23,34,23,34,1,1,4.0,1,,2.0,2.78,-0.26,-0.26,38.7,,,,,
FS,2023-10-01,92.1,-1.97,5.72,"Bednar, David",669364,670280,,ball,,,,,13.0,Ball,R,L,R,PIT,MIA,B,,,0,2,2023,-0.47,0.21,-0.9868128971092583,0.8190051828067255,,,,0,9,Top,,,,,,,3.5487471114811173,-133.99643132409244,-7.149607163479294,-6.453592830669399,26.407055733146596,-28.42663682007234,3.31770138205278,1.39549707612271,,,,93.2,1502.0,6.7,716362,641511,663845,693304,669707,678894,669261,678225,641943,53.75,,,,,,,,63,3,Split-Finger,3,0,0,3,0,3,0,3,Infield shade,Standard,216.0,-0.002,0.024,,,,-0.024,,3,-3,0.974,0.026,28,23,29,24,1,3,3.0,2,,3.0,2.46,0.47,-0.47,39.1,,,,,
CH,2023-10-01,83.3,-1.59,5.88,"Ober, Bailey",663898,641927,,ball,,,,,14.0,Ball,R,R,R,COL,MIN,B,,,0,1,2023,-0.99,0.16,1.1295988363562794,0.9047000219212976,,,,1,1,Bot,,,,,,,8.29317426750571,-121.26957956179275,-5.582843435977168,-11.077004957297572,15.61181323593846,-29.884690065039173,3.33330404210915,1.56547064920962,,,,85.6,2102.0,7.0,716359,680777,666135,666397,456781,571657,656669,650489,670242,53.52,,,,,,,,5,2,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,251.0,0.001,0.03,,,,-0.03,,0,0,0.524,0.524,27,26,28,27,1,0,5.0,1,6.0,,3.03,0.99,0.99,27.5,,,,,
SI,2023-10-01,95.2,-1.08,6.24,"Brito, Jhony",677951,666745,,foul,,,,,5.0,Foul,R,R,R,KC,NYY,S,,,1,1,2023,-1.35,0.74,-0.2129715249477388,2.6876797864717563,,,,0,5,Bot,,,,,,,5.278698902466101,-138.60806476995648,-5.355552533300128,-18.65069435448583,29.144613195397632,-21.664135725245337,3.55,1.69,144.0,76.5,30.0,95.1,2033.0,6.0,716352,669224,518934,672724,643396,683011,677592,664314,665828,54.46,,,,,,,,38,3,Sinker,4,0,4,0,0,4,4,0,Standard,Standard,222.0,-0.002,-0.061,78.5,6.6,,0.061,88.0,4,4,0.931,0.931,25,23,25,23,1,2,5.0,1,,,1.76,1.35,1.35,54.0,1.336060402995162,7.520112954657602,33.6095387202454,32.13093642260982,22.24605004831403
FF,2023-10-01,94.9,-1.07,5.97,"Nicolas, Kyle",660821,693312,,foul,,,,,2.0,Foul,R,L,R,PIT,MIA,S,,,1,1,2023,-0.8,1.43,-0.0765657586447342,3.5729302082877874,,,,0,7,Top,,,,,,,4.433354532398011,-138.17779271793117,-3.8697560088184497,-11.21205605047981,29.54524178067355,-13.177287897323271,3.57,1.69,190.0,75.5,63.0,96.1,2327.0,6.9,716362,641511,656582,693304,669707,678894,669261,678225,609280,53.62,,,,,,,,44,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,220.0,0.01,-0.061,68.1,6.0,,0.061,88.0,0,0,0.502,0.498,24,25,24,26,1,2,2.0,1,,2.0,1.09,0.8,-0.8,39.9,-0.6378382746057073,17.629344688037495,21.185573677970304,37.9064995760735,19.667058082125383
SI,2023-10-01,88.1,2.12,5.65,"Young, Alex",669242,622065,field_out,hit_into_play,,,,,6.0,Tommy Edman flies out sharply to center fielder Stuart Fairchild.,R,R,L,STL,CIN,X,8.0,fly_ball,0,0,2023,1.32,0.59,0.2938293988321816,2.560076115424308,,,,1,6,Bot,94.95,54.84,,,,,-7.092845237680131,-128.27774973641803,-2.6975535482193376,16.000611808457727,23.099669559651755,-25.23073592784687,3.21,1.46,364.0,100.9,33.0,87.7,2211.0,5.7,716353,571912,663886,669222,682622,682829,605361,656413,666181,54.79,0.476,0.9295555555555554,0.0,1.0,0.0,0.0,6.0,50,1,Sinker,4,2,4,2,2,4,4,2,Standard,Standard,127.0,-0.01,-0.267,76.1,7.3,1.849,0.267,100.9,2,2,0.832,0.832,29,28,30,28,1,3,1.0,1,,,2.31,1.32,-1.32,19.4,10.56550362754986,2.5496043548119287,22.383540351329856,38.4536765963124,30.8697246096977
CH,2023-10-01,87.5,2.39,4.74,"Harrison, Kyle",605141,690986,,ball,,,,,11.0,Ball,R,R,L,SF,LAD,B,,,1,1,2023,1.61,0.1,-0.918222893215155,2.739203610191402,,,,0,1,Top,,,,,,,-11.33794947713288,-126.90181343459972,1.146964076237904,19.73835652335084,25.53501747298064,-31.538880035321107,3.05779489320688,1.41583695615844,,,,87.8,2071.0,6.6,716363,666165,664774,642731,669477,543063,624424,666149,573262,53.88,,,,,,,,1,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,103.0,-0.005,0.059,,,,-0.059,,0,0,0.501,0.499,21,30,22,31,1,0,10.0,1,,6.0,2.89,1.61,-1.61,30.2,,,,,
FF,2023-10-01,93.7,-3.67,5.41,"Tonkin, Michael",660688,543859,single,hit_into_play,,,,,4.0,Keibert Ruiz singles on a line drive to center fielder Michael Harris II.,R,L,R,ATL,WSH,X,8.0,line_drive,1,1,2023,-0.86,1.01,-0.4968917756880892,2.493898501420159,,,,0,9,Top,153.53,91.64,,,,,10.08532257753822,-136.16008033939278,-4.038270185190629,-12.852141372622986,28.962360807637836,-18.86999693611509,3.49,1.61,244.0,87.8,16.0,93.7,2460.0,6.3,716354,518595,670032,645277,663586,606115,592696,671739,607680,54.18,0.974,0.925,0.9,1.0,1.0,0.0,4.0,80,3,4-Seam Fastball,8,7,7,8,7,8,7,8,Strategic,Standard,234.0,-0.121,0.443,68.6,6.9,1.121,-0.443,88.0,1,-1,0.839,0.161,33,24,34,25,1,4,4.0,1,10.0,,1.59,0.86,-0.86,18.3,4.505716593766644,4.034928665324915,33.016310500381806,37.628963075000314,32.60208311618578
FF,2023-10-01,90.6,2.47,5.44,"Suarez, José",665923,660761,field_out,hit_into_play,,,,,12.0,"Esteury Ruiz grounds out, second baseman David Fletcher to first baseman Brandon Drury.",R,R,L,LAA,ATH,X,4.0,ground_ball,0,2,2023,0.97,1.31,0.1429769029610418,3.361922098577956,,,,0,6,Top,127.85,149.5,,,,,-7.847014676402597,-131.77268611982947,-2.035431008104697,12.926593691268708,28.40292570808707,-16.744591682984883,3.19,1.56,32.0,79.6,-3.0,90.2,2142.0,6.1,716365,681351,592273,664058,683021,687263,545341,621433,666176,54.38,0.193,0.183,0.0,1.0,0.0,0.0,2.0,44,3,4-Seam Fastball,6,0,0,6,0,6,0,6,Standard,Standard,145.0,0.004,-0.169,67.7,6.6,0.2,0.169,88.0,6,-6,0.976,0.024,25,24,25,24,1,2,6.0,1,,,1.48,0.97,-0.97,32.5,8.152749060791923,17.654872900753016,25.272852107045104,39.55108041524262,15.516330547211966
SI,2023-10-01,92.7,-2.78,5.59,"Nelson, Nick",668901,656793,,foul,,,,,13.0,Foul,R,R,R,NYM,PHI,S,,,0,0,2023,-1.43,0.72,-0.9691478204487268,2.0809690389482944,,,,1,2,Bot,,,,,,,7.744622252429898,-134.70254203171712,-4.669800642020066,-19.137513410243898,32.06451478841656,-22.54833687168479,3.57,1.65,3.0,72.1,-32.0,92.1,2072.0,6.2,716355,596117,595909,681082,664761,624641,669016,679032,592206,54.27,,,,,,,,13,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,202.0,-0.003,-0.041,73.9,7.5,,0.041,88.0,0,0,0.528,0.528,27,23,28,24,1,0,,1,,,1.96,1.43,1.43,46.0,13.826508344821631,-5.2573450095748315,38.1353538228198,25.040885644352812,27.85397318581232
